dt,value,mean,median,max,min,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,dayofweek_0,dayofweek_1,dayofweek_2,dayofweek_3,dayofweek_4,dayofweek_5,dayofweek_6,dayoff_0,dayoff_1,hour_0,hour_1,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_2,hour_20,hour_21,hour_22,hour_23,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9
2021-12-28 19:30:00,14.058,14.187083333333334,14.153,14.3555,14.0525,-0.10350000000000037,-0.19449999999999967,-0.004999999999999005,0.2054999999999989,-0.03200000000000003,0.4195000000000011,0.0495000000000001,0.03649999999999842,0.4355000000000011,-0.34500000000000064,-0.3100000000000005,-0.26349999999999874,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-28 20:00:00,14.0085,14.1635,14.107,14.3555,14.0085,0.005499999999999616,-0.10350000000000037,-0.19449999999999967,-0.004999999999999005,0.2054999999999989,-0.03200000000000003,0.4195000000000011,0.0495000000000001,0.03649999999999842,0.4355000000000011,-0.34500000000000064,-0.3100000000000005,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-12-28 20:30:00,13.7415,14.061166666666665,14.055250000000001,14.3505,13.7415,-0.0495000000000001,0.005499999999999616,-0.10350000000000037,-0.19449999999999967,-0.004999999999999005,0.2054999999999989,-0.03200000000000003,0.4195000000000011,0.0495000000000001,0.03649999999999842,0.4355000000000011,-0.34500000000000064,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021-12-28 21:00:00,2.2255,12.040333333333335,14.0305,14.156,2.2255,-0.26699999999999946,-0.0495000000000001,0.005499999999999616,-0.10350000000000037,-0.19449999999999967,-0.004999999999999005,0.2054999999999989,-0.03200000000000003,0.4195000000000011,0.0495000000000001,0.03649999999999842,0.4355000000000011,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-12-28 21:30:00,1.501,9.931166666666668,13.875,14.058,1.501,-11.516,-0.26699999999999946,-0.0495000000000001,0.005499999999999616,-0.10350000000000037,-0.19449999999999967,-0.004999999999999005,0.2054999999999989,-0.03200000000000003,0.4195000000000011,0.0495000000000001,0.03649999999999842,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-12-28 22:00:00,1.554,7.848083333333332,7.9835,14.058,1.501,-0.7244999999999999,-11.516,-0.26699999999999946,-0.0495000000000001,0.005499999999999616,-0.10350000000000037,-0.19449999999999967,-0.004999999999999005,0.2054999999999989,-0.03200000000000003,0.4195000000000011,0.0495000000000001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021-12-28 22:30:00,1.5375,5.761333333333333,1.8897499999999998,14.0085,1.501,0.05300000000000016,-0.7244999999999999,-11.516,-0.26699999999999946,-0.0495000000000001,0.005499999999999616,-0.10350000000000037,-0.19449999999999967,-0.004999999999999005,0.2054999999999989,-0.03200000000000003,0.4195000000000011,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021-12-28 23:00:00,1.5435,3.6838333333333337,1.54875,13.7415,1.501,-0.01649999999999996,0.05300000000000016,-0.7244999999999999,-11.516,-0.26699999999999946,-0.0495000000000001,0.005499999999999616,-0.10350000000000037,-0.19449999999999967,-0.004999999999999005,0.2054999999999989,-0.03200000000000003,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021-12-28 23:30:00,1.5275,1.6481666666666666,1.5405000000000002,2.2255,1.501,0.006000000000000005,-0.01649999999999996,0.05300000000000016,-0.7244999999999999,-11.516,-0.26699999999999946,-0.0495000000000001,0.005499999999999616,-0.10350000000000037,-0.19449999999999967,-0.004999999999999005,0.2054999999999989,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021-12-29 00:00:00,1.513,1.5294166666666664,1.5325000000000002,1.554,1.501,-0.016000000000000014,0.006000000000000005,-0.01649999999999996,0.05300000000000016,-0.7244999999999999,-11.516,-0.26699999999999946,-0.0495000000000001,0.005499999999999616,-0.10350000000000037,-0.19449999999999967,-0.004999999999999005,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-29 00:30:00,1.527,1.5337500000000002,1.5325000000000002,1.554,1.513,-0.01450000000000018,-0.016000000000000014,0.006000000000000005,-0.01649999999999996,0.05300000000000016,-0.7244999999999999,-11.516,-0.26699999999999946,-0.0495000000000001,0.005499999999999616,-0.10350000000000037,-0.19449999999999967,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-29 01:00:00,1.521,1.5282499999999999,1.52725,1.5435,1.513,0.014000000000000012,-0.01450000000000018,-0.016000000000000014,0.006000000000000005,-0.01649999999999996,0.05300000000000016,-0.7244999999999999,-11.516,-0.26699999999999946,-0.0495000000000001,0.005499999999999616,-0.10350000000000037,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
